id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3745116,Marillleva 1400 lovely apartment on the ski slopes,19155765,Michela,,Trentino,46.29903,10.81186,Entire home/apt,120,3,22,2024-03-08,0.18,1,287,4,IT022114C285FGGSIN
3765171,RELAX IN THE NATURE NEAR THE GARDA LAKE (n.22),18088642,Iole,,Trentino,45.80164,10.95455,Entire home/apt,99,4,2,2023-08-20,0.02,1,180,0,IT022025C2I4JHUPTE
3787940,DETACHED HOUSE IN THE CENTER IN BELLA VILLA,9299903,Bella Villa,,Trentino,45.88787,10.84135,Entire home/apt,497,3,15,2024-11-15,0.13,7,172,4,IT022153B4YTTDVTUE
3790076,APPARTAMENTO A PENIA DI CANAZEI  Sellaronda,19454450,Gianluca & Alida,,Trentino,46.45801,11.79886,Entire home/apt,199,3,137,2024-12-28,1.12,1,42,24,IT022039B4R5HG3KN5
3809985,"VILLA ALMA , La porta sul Garda",19582089,Elisa,,Trentino,45.86457,10.80942,Entire home/apt,129,2,52,2024-08-21,0.41,3,365,7,IT022229C2BJPYMS2D
3908261,Great Place in a Great Ski Resort!,3194402,Azi,,Trentino,46.45722,11.78845,Entire home/apt,168,7,35,2024-02-17,0.29,5,99,1,IT022039C2JERU34RR
3922576,Original Eco-Chalet im Ledro Valley,20310297,Mauro & Family,,Trentino,45.9306,10.73612,Entire home/apt,157,7,44,2024-11-02,0.39,1,264,7,IT022229C2FOR4LDHV
3928557,Accogliente casa in un borgo quieto,20346905,Arrigo,,Trentino,45.92388,10.81808,Entire home/apt,80,7,114,2024-09-22,0.91,1,325,8,IT022191C2GLUABGE6
3934534,Casa al lago - Trilocale con balcone,20386234,AppartamentiCristina,,Trentino,45.88051,10.85565,Entire home/apt,145,3,9,2024-08-20,0.22,10,290,2,
3935627,Casa al lago - bilocale con balcone,20386234,AppartamentiCristina,,Trentino,45.88048,10.85546,Entire home/apt,133,3,17,2024-08-29,0.14,10,290,1,IT022153B4C8ZUYGGH
3965750,Best view on the Dolomites,3967821,Victoria,,Trentino,46.28885,11.45424,Entire home/apt,133,2,16,2024-12-27,0.97,1,78,14,
3966743,apt 4 posti  Campitello di Fassa,20556453,Alessandra,,Trentino,46.48052,11.73885,Entire home/apt,220,5,83,2024-02-24,0.68,1,314,1,IT022036C2N2OP4LR7
3982773,"al Brenz - Lake Garda, Mount Bondone, Trento",20643953,Luisa,,Trentino,45.99435,10.97356,Entire home/apt,75,4,61,2024-05-30,0.49,1,146,4,IT022053C2SBCKE3HS
3985863,Bungalow  Parco Naturale - Dolomiti,20659909,Marika,,Trentino,46.19508,11.86529,Entire home/apt,73,7,0,,,1,253,0,IT022245B3QTMLDC4A
4027911,"Cozy Apartment "" Majon Vajolet - Antermoia""",10350319,Luisa,,Trentino,46.422366,11.676596,Entire home/apt,120,7,1,2020-01-11,0.02,3,36,0,IT022250C22EF8H5JA
4040022,"Majon Vajolet   Appartamenti Luisa  ""Misurina""",10350319,Luisa,,Trentino,46.42122,11.67577,Entire home/apt,84,7,6,2024-01-20,0.05,3,0,1,IT022250C2C9Z8WPWC
4067824,"Cavalese, la Val di Fiemme in casa",20896590,Giovanna,,Trentino,46.29193,11.46673,Entire home/apt,290,5,32,2024-10-08,0.26,1,344,3,
4073191,Miniappartamento in Trentino (Folgaria),21069466,Enzo,,Trentino,45.89183,11.18908,Entire home/apt,68,4,9,2019-02-22,0.07,1,358,0,IT022087C293X3L3V5
4073751,Cozy double room with B&B treatment,17547953,Lisanna,,Trentino,46.41946,11.67525,Private room,109,1,12,2024-11-24,0.10,7,151,6,IT022250A1TAB976DK
4087490,"Ski Resort Condo-""Ciampac"" Cable car",3194402,Azi,,Trentino,46.45757,11.78886,Entire home/apt,,7,5,2023-08-19,0.05,5,60,0,IT022039B45MR9AHET
4098930,Double room in large apartment,6821775,Chiara,,"Trento, Trentino",46.07584,11.12892,Private room,65,2,3,2023-06-10,0.02,3,353,0,IT022205C2ME4QYUX3
4114689,A modern self-catering retreat in northern Italy,1939706,Helen,,Trentino,46.16358,11.00979,Entire home/apt,295,6,8,2024-01-05,0.07,1,109,1,IT022005B4UA42QNCJ
4117391,Destination for Your holidays,3764793,Alex,,Trentino,46.42289,11.67718,Entire home/apt,208,7,28,2024-06-29,0.23,2,63,5,IT022250C2E8RA96MR
4118891,"Flat"" The Joys "" splendida vista  lago di Molveno",10957508,Gabriella,,Trentino,46.14613,10.9664,Entire home/apt,157,7,17,2024-10-22,0.22,2,78,7,IT022120CZ77F4DPRX
4119396,Riva on Gardalake :a dream,21370372,Elio,,Trentino,45.89906,10.85846,Private room,65,2,162,2024-08-16,1.34,1,300,8,IT022153C15NAY4ZLQ
4122592,Mansard 2 bedrooms and 3 bathrooms for 4-6 persons,11498756,Adriano,,Trentino,46.43484,11.69026,Entire home/apt,,7,3,2018-07-07,0.02,8,0,0,IT022250B4HW6KJNA9
4203566,Apartment 6 beds,10743840,Vincenzo,,Trentino,46.30242,10.81067,Entire home/apt,,3,6,2023-01-07,0.05,1,0,0,
4245625,CASA ALBERTA - 1 bedroom apartment,12352350,Alberto,,Trentino,45.88594,10.72995,Entire home/apt,246,3,21,2024-10-29,0.18,10,0,7,IT022229B49J88ESES
4248248,CASA ELENA - apartment with 2 bedrooms,12352350,Alberto,,Trentino,45.89934,10.72339,Entire home/apt,300,3,11,2022-05-03,0.09,10,0,0,IT022229B4P4OSR6CD
4272535,Moena Dolomiti Val di Fassa,18789023,Angela,,Trentino,46.37976,11.66126,Entire home/apt,,5,22,2022-12-27,0.19,1,0,0,IT022118C2E9V6ADDE
4289798,Maso Gretel,22271963,Andrea,,Trentino,46.29067,11.48598,Entire home/apt,266,3,61,2024-08-11,0.50,1,124,5,IT022050B4B2IZ8LXH
4299182,BEAUTIFUL APARTMENT IN TRENTINO  8,11368278,Matteo,,Trentino,46.30491,10.73857,Entire home/apt,90,3,13,2021-09-05,0.11,2,118,0,
4321174,Appartamento 4 posti letto,22413927,Daniele,,Trentino,46.18869,11.83063,Entire home/apt,66,2,77,2024-12-01,0.64,1,25,12,IT022245C2XBOV2LQ4
4332093,Villa Iellici - 1° piano,20901395,Francesco,,Trentino,46.37807,11.66051,Entire home/apt,349,6,55,2024-12-09,0.58,1,38,16,IT022118C2TCNADNIK
4337325,Amazing Luxury Villa Apartment,13730185,Aaron,,"Trento, Trentino",46.09385,11.12335,Entire home/apt,150,2,39,2024-12-08,0.32,1,330,3,IT022205C2U8D4V4KY
4360804,Green Valley - relax nella natura,22637260,Silvia,,Trentino,46.11085,11.2607,Entire home/apt,139,3,3,2023-08-31,0.03,1,362,0,IT022009C2UJCXULDQ
4382038,Casa Enrico - Three-room apartment for 5 people,9546806,Valeria,,Trentino,45.88798,10.7317,Entire home/apt,400,1,14,2024-09-25,0.15,29,168,4,
4385213,Appartamento di montagna da due a otto posti letto,21494475,Franca,,Trentino,46.12293,10.76129,Entire home/apt,200,3,3,2023-02-06,0.12,1,60,0,IT022018C2PNU2T68A
4395053,Appartamento trilocale panoramico Passo del Tonale,22815635,David,,Trentino,46.25714,10.58767,Entire home/apt,72,3,53,2024-03-11,0.44,1,71,7,IT022213C2529Z8CRT
4408179,Back to Basics Apartment surrounded by nature,22882194,La Vigna,,Trentino,45.89384,10.88165,Entire home/apt,79,1,13,2022-10-07,0.11,2,235,0,IT022006B4K9WBKS2A
4414740,Accogliente tipica casa di montagna,20368760,Michela,,Trentino,46.17449,11.82503,Entire home/apt,147,2,4,2023-07-29,0.03,1,169,0,IT022245B4L6XDY5Y8
4421021,Il Cardo apartments is a dream,6315576,Komodo,,Trentino,45.91688,11.16483,Entire home/apt,232,1,1,2022-07-14,0.03,15,340,0,
4425260,Camera Romanica nel nostro Relais,6315576,Komodo,,Trentino,45.91745,11.1652,Private room,99,1,9,2023-04-29,0.09,15,360,0,
4428897,A piece of paradise,22990003,Mara,,Trentino,46.2947,11.45427,Entire home/apt,200,7,5,2024-09-14,0.04,1,285,1,IT022050C2233ZSTQK
4447683,"chalet ""La nos"" lago di Ledro -",23081793,Paolo,,Trentino,45.87553,10.77305,Entire home/apt,195,5,38,2024-10-18,0.31,1,253,11,IT022229C240XZMWH4
4456744,Cosy flat with Italian alps view,10861864,Eleonora,,Trentino,46.12507,11.25082,Entire home/apt,70,6,19,2024-08-28,0.17,1,341,4,
4466264,Cozy 4-people apartment in Andalo,12407615,Andrea,,Trentino,46.16659,10.99606,Entire home/apt,109,2,11,2023-04-11,0.09,8,55,0,
4466786,Pedelmont,23175845,Emanuela,,Trentino,46.21632,11.11766,Private room,98,1,46,2024-09-03,0.41,2,176,8,IT022116C17R654AJL
4515347,Mas del Toni  Chalet di Montagna,23411979,Debora,,Trentino,46.41335,10.82057,Entire home/apt,100,1,15,2024-06-17,0.12,2,361,1,IT022150C2KTYOSBE9
4528116,Bright three-room apartment,4073775,Gabriele,,Trentino,46.25746,10.58772,Entire home/apt,160,2,111,2024-12-28,0.91,1,311,13,IT022213B46QALOTSC
4537901,Charming cabin in the Dolomites,23530037,Sergio,,Trentino,46.39143,11.67133,Entire home/apt,152,6,67,2024-12-27,0.55,1,221,14,IT022176C2F8T7O9JL
4560886,Casa vacanza con vista Dolomiti,23644846,Luciana,,Trentino,46.15107,11.8012,Entire home/apt,250,7,0,,,1,362,0,
4573533,Panoramico vista pale/cod. cin: it022245B4W4SN34RF,16269680,Katia,,Trentino,46.26242,11.79802,Entire home/apt,191,5,37,2024-12-27,0.30,1,259,5,IT022245B4W4SN34RF
4577319,Botton d’oro 130 m2 Casa Marina 8 posti letto,20557392,Claudia,,Trentino,46.34958,10.91132,Entire home/apt,221,3,12,2024-07-28,0.34,3,55,7,IT022110C2QTGCF6FZ
4636190,Agrihouse: welcome in the Brenta Dolomits!,24005872,Laura,,Trentino,46.248779296875,11.048179626464844,Entire home/apt,571,1,65,2024-08-28,0.55,1,1,19,IT022037B5PWG87TOK
4651153,"Casa vacanza ""La Guarda"" vicina a Terme di Comano.",24077353,Massimo,,Trentino,46.05279,10.85844,Entire home/apt,95,4,25,2024-10-07,0.21,1,178,5,IT022182C2NTBIY7XS
4675968,Casa degli Olivi Garda Lake,8985195,Ombretta,,Trentino,45.88816,10.85877,Entire home/apt,140,7,0,,,1,256,0,IT022153C2B3HDIKK4
4682311,Just renewed Alpine  Apartment,24214133,Michela & Alessandro,,Trentino,46.26077,10.59195,Entire home/apt,271,3,56,2024-12-25,0.46,3,320,8,IT022213C2TLI5X9DD
4682668,cozy apartment Passo Tonale,24214133,Michela & Alessandro,,Trentino,46.26074,10.59122,Entire home/apt,187,3,40,2024-12-25,0.33,3,337,2,IT022213C2HIBF5NHI
4704908,Appartamento in storica casa,20518521,Cristina,,Trentino,46.25941,11.80617,Entire home/apt,90,7,29,2024-08-24,0.27,1,83,1,
4734463,B&B Larix  un caldo nido di legno,24444373,Sandro,,Trentino,46.4523,11.01073,Private room,89,2,11,2024-12-23,0.15,2,264,2,IT022163B49F299E99
4788411,Appartamento Edera Stumiaga Fiavè,24683813,Renato,,Trentino,46.00693,10.84966,Entire home/apt,256,3,0,,,6,365,0,IT022083C2DS3QVM8P
4789193,Appartamento Rosa Stumiaga  Fiavè,24683813,Renato,,Trentino,46.00698,10.84846,Entire home/apt,298,3,2,2019-07-27,0.02,6,365,0,IT022083C2G3URZLKR
4789270,Appartamento Comano Terme,24683813,Renato,,Trentino,46.04152,10.88162,Entire home/apt,296,3,0,,,6,365,0,IT022228C2NFZ3OTV9
4805243,Chalet into the Dolomites,114537434,Maria Grazia,,Trentino,46.163,11.74836,Entire home/apt,85,2,104,2024-12-19,1.07,2,192,26,IT022038B4YV9BDEDM
4821835,Appartamento di vacanza,24829949,Amabile,,Trentino,46.4283,11.15725,Entire home/apt,,14,10,2023-07-30,0.09,1,332,0,
4831884,Villetta a 1 km dall' impianto di sci,24514124,Morena,,Trentino,46.31969,10.85171,Entire home/apt,150,7,17,2024-08-24,0.17,4,157,2,IT022064B4SOPS7DQC
4864389,Val di Fassa with garden - New Bathrooms 2023,25021554,Silvano,,Trentino,46.47833,11.7434,Entire home/apt,541,4,31,2024-08-31,0.26,2,68,3,IT022036B4KMVDJWBD
4867073,Delizioso Studio nel Centro Storico,25034899,Alberto,,"Trento, Trentino",46.06966018676758,11.124378204345703,Entire home/apt,114,3,22,2024-12-20,0.33,2,177,4,IT022205C2UTIJM6IZ
4869909,B&B Seventy Rooms only,25051102,Fabio,,Trentino,46.32711,10.87253,Entire home/apt,,2,14,2022-01-30,0.12,4,345,0,IT022233A1499BFWD3
4886158,Cozy Bed&Breakfast,25127541,Gian Elio,,Trentino,46.01251,11.29776,Entire home/apt,136,2,51,2024-12-01,0.42,1,299,4,IT022104C1IF2679GJ
4894963,Lovely appartment in the Dolomites!,7092115,Rino,,Trentino,46.16856,10.76032,Entire home/apt,253,4,10,2024-06-22,0.09,3,192,4,IT022042C26YQZDIIX
4898637,Villa Surfista – Gardasee Geheimtip,25213006,Gabrielle,,Trentino,45.87539,10.88404,Entire home/apt,170,5,19,2024-09-20,0.16,1,90,2,IT022124C22HQIUVAU
4899734,Residence Aquilegia - Folgarida,25219643,Guido,,Trentino,46.29506,10.86388,Entire home/apt,150,4,87,2024-12-28,0.72,1,314,2,
4918784,Casa Vacanza Canazei,7070517,Alessandro,,Trentino,46.46865,11.77884,Entire home/apt,,7,0,,,1,0,0,
4941707,Antico Maso Ristrutturato,25467056,Piergiuseppe,,Trentino,46.32717,10.85824,Entire home/apt,,2,67,2024-08-25,0.56,1,348,8,IT022064C2ZV2I6ZKY
4961558,"Monolocale ""London-chic studio""",25569750,Lucia,,Trentino,46.47592,11.73992,Entire home/apt,,7,0,,,2,0,0,
4963219,Bellavista Piano Terra,25585239,Mario,,Trentino,45.86768,10.87573,Entire home/apt,209,4,24,2024-09-03,0.30,4,152,7,it022124c2b67opdy8
4975748,"lago/montagna app. "" rosso"" - BASELGA DI PINE'",25646710,Mara,,Trentino,46.14102,11.25486,Entire home/apt,160,2,0,,,2,88,0,IT022009C204F5DWZT
4987181,Una deliziosa mansarda a Madonna di Campiglio,17287735,Gaia&Nico,,Trentino,46.24373,10.84021,Entire home/apt,200,7,8,2020-08-18,0.08,1,347,0,
4990018,"Appartamento ""Copenhagen - Design""",25569750,Lucia,,Trentino,46.47582,11.73982,Entire home/apt,,7,0,,,2,0,0,IT022036A1QEVVUZYN
5033986,Chalet Rustico Bertolini per Gruppi!,25986803,Sandro,,Trentino,46.27723,10.64845,Entire home/apt,,1,26,2024-04-21,0.23,1,267,2,IT022213C2JJ4EHINL
5039028,Large Historic Dolomites Villa,26012950,Anthony,,Trentino,46.04714,11.40802,Entire home/apt,700,3,22,2024-06-16,0.22,1,165,2,IT022156B4L58HORUN
5071578,"Baia Terrazza 1,  in the center of Torbole",6256009,Matteo,,Trentino,45.87035,10.87522,Entire home/apt,114,2,30,2024-07-26,0.26,8,76,1,IT022124B4IAIPU4Q2
5075754,Relax nella natura in intera Villa con piscina,26204757,Cristoforo E Francesca,,Trentino,46.18611,11.25094,Entire home/apt,685,7,37,2024-08-24,0.31,1,42,5,IT022172B4V6REIZXF
5147228,Cozy apartment in the Dolomites - Lavarone,26061189,Carmela,,Trentino,45.9433,11.27861,Entire home/apt,94,2,33,2024-07-25,0.29,2,17,3,IT022102C2TOFFDQ7
5176727,Alpine Touring Hotel sulle Dolomiti,26573140,Cinzia,,Trentino,46.4233,11.67921,Private room,299,3,13,2022-07-30,0.13,1,86,0,IT022250A1TY6FGGKO
5187344,Dolomiti da sogno: Villetta Panoramica a Moena,26832483,Susanna,,Trentino,46.37287,11.66034,Entire home/apt,261,5,35,2024-08-17,0.37,1,138,6,IT022118C2G9DJIX8P
5191343,Appartamento a piano primo a soli 100m dal lago,26852403,Mattia,,Trentino,45.86803,10.74461,Entire home/apt,79,4,22,2024-09-08,0.19,14,240,1,IT022229C2NZMQXWI6
5198395,Al Cavour 34 - City center room only,26891971,Elisa&Carlo,,"Trento, Trentino",46.06791305541992,11.120478630065918,Private room,76,1,18,2024-11-24,0.16,4,344,2,IT022205B47V2YD5CM
5202949,SPLENDIDA E ACCOGLIENTE MANSARDA,14403953,Theresia,,Trentino,46.2192,10.82363,Entire home/apt,150,5,29,2024-07-28,0.30,2,218,6,IT022143C2OUMKSA6F
5217215,apartment in Madonna di Campiglio,26992597,Mario,,Trentino,46.22703,10.82875,Entire home/apt,200,5,61,2024-12-14,0.55,1,265,6,IT022247B4PE7SPSOP
5236686,Caratteristico appartamento a Ledro,26852403,Mattia,,Trentino,45.87239,10.7761,Entire home/apt,117,3,4,2019-10-06,0.04,14,176,0,IT022229C2HALPSCCJ
5254698,Appartamento Monolocale Lato Lago,10916345,Carlo,,Trentino,45.87926483154297,10.856772422790527,Entire home/apt,196,1,50,2024-10-26,0.43,4,294,7,IT022153B47A64L63D
5287601,Appartamento sul Lago di Molveno,27378380,Andrea,,Trentino,46.14219,10.96804,Entire home/apt,,7,28,2024-08-24,0.24,1,58,3,IT022120C2KUYHYGTE
5297523,Appartamento Lombardi,27438101,Marco,,Trentino,45.88188,10.85714,Entire home/apt,,2,104,2024-12-16,0.88,1,2,22,IT022153C26478XNMU
5312325,Césa Ziria Spacious and bright Apartment with WiFi,27460591,Ugo,,Trentino,46.47483,11.73975,Entire home/apt,336,6,83,2024-12-28,0.72,1,79,10,IT022036C2CC2JRIWX
5356427,Cozy Tyrolean style home,7815294,Lorenzo,,Trentino,46.2945,11.50772,Entire home/apt,155,14,3,2019-01-09,0.03,1,248,0,IT022196C2IZTLCBVK
5381224,Appartamento Fiore Dell'Alpe ~Borgo~,27893806,Giacomo E Fiorenza,,Trentino,46.06873321533203,10.710923194885254,Entire home/apt,177,2,141,2024-12-01,1.18,3,247,19,IT022244C2W9FJ5CPM
5381537,appartamento marilleva 900,27895510,Michele,,Trentino,46.31385,10.81645,Entire home/apt,72,3,76,2024-08-10,0.66,1,126,7,IT022114C2WUQF6BSK
5418946,Casa Fae' Second Floor,27422302,Annalisa,,Trentino,46.18757,10.78235,Entire home/apt,249,4,24,2024-07-25,0.22,7,112,5,IT022143B49NQ5UYSD
5419783,Condominio Col P1 Val di Fassa,25021554,Silvano,,Trentino,46.47807,11.74529,Entire home/apt,573,3,89,2024-09-15,0.74,2,62,9,IT022036C2RNM5OZR9
5453083,Appartamento spazioso sul lago di Ledro,26852403,Mattia,,Trentino,45.86145,10.74913,Entire home/apt,73,4,1,2017-04-17,0.01,14,199,0,IT022229C2UYLKDY4W
5491153,Appartamento Fiore dell'Alpe ~Orchidea~,27893806,Giacomo E Fiorenza,,Trentino,46.06905,10.71144,Entire home/apt,154,4,68,2023-10-07,0.58,3,246,0,IT022244C2W9FJ5CPM
5516326,Appartamento Bilocale a Pellizzano,28610982,Marco,,Trentino,46.3088,10.7576,Entire home/apt,180,7,1,2024-06-17,0.15,2,351,1,IT022137B4K7RRHU9X
5531398,apartment una volta - Reserved entrance patio,28683977,Flavia,,Trentino,45.92669,10.8319,Entire home/apt,185,5,4,2022-01-02,0.04,2,352,0,IT022191C2XL4ZJ3PC
5540519,Blue Nest Apartment - WiFi - Lake Garda,28546901,Carolina,,Trentino,45.8694,10.87599,Entire home/apt,90,7,121,2024-10-06,1.03,1,212,8,IT022124C2QJNMKZNA
5555560,Casa Rosa Mezzolago Ledro 2,28803564,Alessandra,,Trentino,45.88218,10.75113,Entire home/apt,,4,80,2024-09-16,0.68,3,0,9,IT022229C2J3R2QNOQ
5563621,"Dolomites. Chalet Nonno Silvano , for 4/5 families",11898407,Marco,,Trentino,46.20203,11.32593,Entire home/apt,1208,1,39,2024-12-15,0.34,1,292,9,IT022177C2CF3TY9E8
5586379,App. in zona panoramica (cipat:022124-AT-052330),28959726,Aurelia,,Trentino,45.86499,10.88123,Entire home/apt,70,7,93,2024-09-14,0.79,1,159,6,IT022124C2SY4JXRQN
5600030,Appartment 5/6 person - in Pinzolo,29033802,Valentina,,Trentino,46.15844,10.76446,Entire home/apt,212,4,2,2016-02-06,0.02,1,200,0,it022143b4yslvvfs5
5623614,Rustico Marta,29149124,Marta,,Trentino,45.89138,10.68547,Entire home/apt,120,7,21,2024-09-14,0.18,1,46,4,IT022229B43AU553P3
5633611,montagna e mercatini di Natale in Trentino 2/4 p,29199629,Clara,,Trentino,45.89163,10.95046,Entire home/apt,101,2,23,2024-07-19,0.20,3,363,1,IT022135C2A5B7NHJH
5634057,Mansarda in Montagna,14578156,Sergio,,Trentino,46.30836,10.73856,Entire home/apt,99,2,131,2024-11-03,1.14,1,153,22,IT022131C2QAG7KDBR
5634465,montagna e mercatini in Trentino 4/6 p,29199629,Clara,,Trentino,45.89164,10.94964,Entire home/apt,134,2,17,2024-01-03,0.15,3,364,1,IT022135C2PD39SZDM
5643086,Appartamento vista Val di Non e Dolomiti di Brenta,29247057,Brentari,,Trentino,46.34454119999999,11.1107601,Entire home/apt,,3,0,,,4,344,0,IT022230B53WW8BDJC
5701987,APPARTAMENTO  VACANZE IN TRENTINO,29563035,Roberto,,Trentino,46.05113,11.40898,Entire home/apt,170,7,3,2018-08-27,0.03,1,365,0,
5724428,Appartamento Viola Sport&Relax 022006-070204 cipat,29680094,Marco,,Trentino,45.90016,10.86806,Entire home/apt,100,5,2,2024-08-24,0.06,1,99,1,IT022006C2O5BTURDI
5731285,Relax Suite Holiday Apartment Cin: It022153c2pajvf,29718368,Alessio,,Trentino,45.89166,10.84803,Entire home/apt,160,2,62,2022-05-21,0.52,1,337,0,IT022153C2PAJVFNGE
5791486,"Maso Caliari ""Rustico""",30046430,Luca,,Trentino,46.02295,10.84119,Entire home/apt,112,4,34,2024-11-02,0.41,2,287,14,IT022017B5DZAYHBAR
5792234,Maso Caliari “Moderno”,30046430,Luca,,Trentino,46.02309,10.84132,Entire home/apt,120,7,9,2024-11-01,0.43,2,274,6,IT022017B5DZAYHBAR
5821479,Private room with bathroom at B&B dal Nonno,14185936,Francesca,,Trentino,45.88809,10.84065,Private room,94,4,8,2022-08-30,0.07,4,241,0,
5832246,Sweet Residence Tenno,30273464,Giorgia,,Trentino,45.91912,10.83114,Entire home/apt,110,3,14,2024-08-17,0.14,3,113,3,IT022191C2HB98VVKI
5887148,Beachfront House Sandra Bertolini,30059106,Alessandrina,,Trentino,45.8735,10.87027,Entire home/apt,140,7,0,,,8,77,0,IT022124B4CMIFOG5G
5905567,Appartamento Andalo per famiglie lontano dal caos,30673723,Barbara,,Trentino,46.16028,11.00417,Entire home/apt,400,7,4,2018-09-01,0.04,5,51,0,IT022005C2826BUZWS
5908224,Goditi la bellezza di Tenna,30681750,Albertina,,Trentino,46.01779,11.25998,Entire home/apt,80,7,60,2024-08-07,0.52,1,202,1,IT022190C2QGUM6IIX
5926716,Self-catering in the Italian Alps,30149070,Luigina,,Trentino,46.3368,11.1162,Entire home/apt,,7,13,2024-08-10,0.11,1,177,5,IT022173C2FU8JLQZN
5957967,"Holiday home ""LeCoronelle"" in Malè Val di Sole",161309276,Claudio,,Trentino,46.35143,10.90837,Entire home/apt,,5,21,2021-08-29,0.18,1,0,0,
5995504,HOME TRENTINO DOLOMITI FASSA,31129046,Giorgio,,Trentino,46.47667,11.74218,Entire home/apt,514,99,9,2017-08-05,0.08,1,358,0,
5996670,Charmant room  with mezanine in Canazei,31133920,Matteo,,Trentino,46.47889,11.76091,Private room,,5,112,2023-12-10,1.06,2,0,0,IT022039C1Q95U93U8
6000124,Relax in Gresta Valley biodistrict,31148626,Paola,,Trentino,45.89155,10.95087,Entire home/apt,38,7,21,2022-05-21,0.18,1,12,0,
6056992,DIMORA Sannicolò 1787 - Appart Incipit,31378108,Carla E Fausto,,Trentino,45.885406,11.045354,Entire home/apt,180,3,132,2023-12-10,1.13,5,179,0,it022161c2ybvjwbd8
6076058,"Accogliente,spaziosa casa nel verde",31538562,Cristina,,Trentino,45.89191,10.72678,Entire home/apt,70,3,30,2024-09-08,0.26,1,139,4,
6088024,DIMORA Sannicolò 1787 - Mansarda sotto il castello,31378108,Carla E Fausto,,Trentino,45.885513,11.045264,Entire home/apt,180,3,61,2023-04-28,0.53,5,89,0,it022161c2q8lzbn66
6089761,DIMORA Sannicolò 1787 - Suite Armonico,31378108,Carla E Fausto,,Trentino,45.885471,11.045462,Entire home/apt,180,3,65,2023-08-06,0.55,5,362,0,it022161c2po7k33cz
6140979,Relax Parco Adamello Brenta,31856192,Francesco,,Trentino,46.3304,11.02446,Entire home/apt,92,2,32,2024-05-30,0.29,2,219,1,IT022249B5OZ48SNKM
6141340,B&B Cervo d'oro,31857690,Danilo,,Trentino,46.21135,11.29109,Entire home/apt,46,2,69,2024-09-29,0.59,1,360,10,IT022172C1ZYV93BXZ
6150885,Casa Rosa Mezzolago Ledro 1,28803564,Alessandra,,Trentino,45.8822,10.75119,Entire home/apt,,4,53,2024-10-15,0.46,3,0,3,IT022229C2X4523X9X
6153645,Direct access to ski slopes garage included,31901619,Marcello,,Trentino,46.261165618896484,10.587488174438477,Entire home/apt,220,3,25,2024-03-31,0.23,1,78,9,IT022213C2R5HDJ8SC
6163897,Little Arco Guest House,31195455,Alessandro,,Trentino,45.91889,10.88729,Entire home/apt,51,2,113,2024-12-27,0.97,1,349,6,IT022006C28TBG83Z9
6164294,Appartamento Stella Alpina,31978870,Valeria,,Trentino,46.30058,11.03044,Entire home/apt,176,2,34,2024-12-29,0.30,4,288,12,
